"","Location","Tournament","Date","Series","Court","Surface","Round","BestOf","W1","L1","W2","L2","W3","L3","W4","L4","W5","L5","Comment","Result","RankNadal","RankRival","RivalName","PartidosUlt6Meses","PartidosUlt3Meses","PartidosUltMes","WRUlt6Meses","WRUlt3Meses","WRUltMes","PartidosRivalUlt6Meses","PartidosRivalUlt3Meses","PartidosRivalUltMes","WRRivalUlt6Meses","WRRivalUlt3Meses","WRRivalUltMes","SetsNadal","SetsRival","SetsGanadosUltPartido","SetsPerdidosUltPartido","ResultUltPartido","RoundUltPartido","H2HPartidos","H2HGanados","H2HWR"
"538","London","Wimbledon",2011-06-20,"Grand Slam","Outdoor","Grass","1st Round","5",6,4,6,2,6,2,NA,NA,NA,NA,"Completed","Win",1,90,"Russell M.",52,37,11,0.865384615384615,0.891891891891892,0.909090909090909,18,8,5,0.333333333333333,0.125,0.2,3,0,1,2,"Lose","Quarterfinals",0,0,NA
"539","London","Wimbledon",2011-06-22,"Grand Slam","Outdoor","Grass","2nd Round","5",6,3,6,2,6,4,NA,NA,NA,NA,"Completed","Win",1,69,"Sweeting R.",53,38,12,0.867924528301887,0.894736842105263,0.916666666666667,21,10,5,0.523809523809524,0.6,0.2,3,0,3,0,"Win","1st Round",2,2,1
"540","London","Wimbledon",2011-06-25,"Grand Slam","Outdoor","Grass","3rd Round","5",7,6,7,6,6,0,NA,NA,NA,NA,"Completed","Win",1,92,"Muller G.",54,38,11,0.87037037037037,0.894736842105263,0.909090909090909,5,3,3,0.6,0.666666666666667,0.666666666666667,3,0,3,0,"Win","2nd Round",2,1,0.5
"541","London","Wimbledon",2011-06-27,"Grand Slam","Outdoor","Grass","4th Round","5",7,6,3,6,7,6,6,4,NA,NA,"Completed","Win",1,21,"Del Potro J.M.",55,38,11,0.872727272727273,0.894736842105263,0.909090909090909,45,18,7,0.777777777777778,0.777777777777778,0.714285714285714,3,1,3,0,"Win","3rd Round",9,6,0.666666666666667
"542","London","Wimbledon",2011-06-29,"Grand Slam","Outdoor","Grass","Quarterfinals","5",6,3,6,3,5,7,6,4,NA,NA,"Completed","Win",1,9,"Fish M.",56,38,11,0.875,0.894736842105263,0.909090909090909,32,15,5,0.65625,0.6,0.8,3,1,3,1,"Win","4th Round",5,5,1
"543","London","Wimbledon",2011-07-01,"Grand Slam","Outdoor","Grass","Semifinals","5",5,7,6,2,6,2,6,4,NA,NA,"Completed","Win",1,4,"Murray A.",57,37,11,0.87719298245614,0.891891891891892,0.909090909090909,37,27,12,0.756756756756757,0.814814814814815,0.833333333333333,3,1,3,1,"Win","Quarterfinals",15,11,0.733333333333333
"544","London","Wimbledon",2011-07-02,"Grand Slam","Outdoor","Grass","The Final","5",6,4,6,1,1,6,6,3,NA,NA,"Completed","Lose",1,2,"Djokovic N.",58,37,12,0.862068965517241,0.891891891891892,0.833333333333333,51,27,8,0.980392156862745,0.962962962962963,0.875,1,3,3,1,"Win","Semifinals",25,14,0.56
"545","Montreal","Rogers Masters",2011-08-11,"Masters 1000","Outdoor","Hard","2nd Round","3",1,6,7,6,7,6,NA,NA,NA,NA,"Completed","Lose",2,41,"Dodig I.",50,20,1,0.86,0.8,0,28,14,5,0.535714285714286,0.5,0.4,1,2,1,3,"Lose","The Final",1,1,1
"546","Cincinnati","Western & Southern Financial Group Masters",2011-08-17,"Masters 1000","Outdoor","Hard","2nd Round","3",6,4,7,5,NA,NA,NA,NA,NA,NA,"Completed","Win",2,112,"Benneteau J.",51,19,2,0.862745098039216,0.842105263157895,0.5,25,16,6,0.44,0.5,0.5,2,0,1,2,"Lose","2nd Round",2,2,1
"547","Cincinnati","Western & Southern Financial Group Masters",2011-08-18,"Masters 1000","Outdoor","Hard","3rd Round","3",7,6,6,7,7,6,NA,NA,NA,NA,"Completed","Win",2,21,"Verdasco F.",52,20,3,0.865384615384615,0.85,0.666666666666667,36,24,16,0.583333333333333,0.666666666666667,0.6875,2,1,2,0,"Win","2nd Round",11,11,1
"548","Cincinnati","Western & Southern Financial Group Masters",2011-08-19,"Masters 1000","Outdoor","Hard","Quarterfinals","3",6,3,6,4,NA,NA,NA,NA,NA,NA,"Completed","Lose",2,7,"Fish M.",53,21,4,0.849056603773585,0.80952380952381,0.5,40,24,16,0.75,0.833333333333333,0.875,0,2,2,1,"Win","3rd Round",6,6,1
"549","New York","US Open",2011-08-31,"Grand Slam","Outdoor","Hard","1st Round","5",6,3,7,6,7,5,NA,NA,NA,NA,"Completed","Win",2,98,"Golubev A.",54,17,5,0.851851851851852,0.764705882352941,0.6,20,10,6,0.15,0.2,0.333333333333333,3,0,0,2,"Lose","Quarterfinals",0,0,NA
"550","New York","US Open",2011-09-02,"Grand Slam","Outdoor","Hard","2nd Round","5",6,2,6,2,NA,NA,NA,NA,NA,NA,"Retired","Win",2,99,"Mahut N.",55,17,6,0.854545454545454,0.764705882352941,0.666666666666667,12,11,2,0.416666666666667,0.454545454545455,0.5,2,0,3,0,"Win","1st Round",1,0,0
"551","New York","US Open",2011-09-04,"Grand Slam","Outdoor","Hard","3rd Round","5",7,6,6,1,7,5,NA,NA,NA,NA,"Completed","Win",2,76,"Nalbandian D.",56,17,7,0.857142857142857,0.764705882352941,0.714285714285714,13,13,6,0.538461538461538,0.538461538461538,0.5,3,0,2,0,"Win","2nd Round",5,3,0.6
"552","New York","US Open",2011-09-08,"Grand Slam","Outdoor","Hard","4th Round","5",7,6,6,1,6,2,NA,NA,NA,NA,"Completed","Win",2,68,"Muller G.",57,15,8,0.859649122807018,0.8,0.75,15,15,5,0.6,0.6,0.6,3,0,3,0,"Win","3rd Round",3,2,0.666666666666667
"553","New York","US Open",2011-09-09,"Grand Slam","Outdoor","Hard","Quarterfinals","5",6,2,6,1,6,3,NA,NA,NA,NA,"Completed","Win",2,21,"Roddick A.",57,16,9,0.859649122807018,0.8125,0.777777777777778,22,13,10,0.590909090909091,0.692307692307692,0.7,3,0,3,0,"Win","4th Round",6,4,0.666666666666667
"554","New York","US Open",2011-09-10,"Grand Slam","Outdoor","Hard","Semifinals","5",6,4,6,2,3,6,6,2,NA,NA,"Completed","Win",2,4,"Murray A.",57,17,9,0.859649122807018,0.823529411764706,0.888888888888889,40,18,11,0.8,0.833333333333333,0.909090909090909,3,1,3,0,"Win","Quarterfinals",16,12,0.75
"555","New York","US Open",2011-09-12,"Grand Slam","Outdoor","Hard","The Final","5",6,2,6,4,6,7,6,1,NA,NA,"Completed","Lose",2,1,"Djokovic N.",58,18,10,0.844827586206897,0.777777777777778,0.8,53,24,14,0.962264150943396,0.958333333333333,0.928571428571429,1,3,3,1,"Win","Semifinals",26,14,0.538461538461538
"556","Tokyo","Rakuten Japan Open Tennis Championships",2011-10-04,"ATP500","Outdoor","Hard","1st Round","3",6,3,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",2,118,"Soeda G.",49,12,5,0.857142857142857,0.75,0.8,8,5,4,0.25,0.4,0.5,2,0,1,3,"Lose","The Final",0,0,NA
"557","Tokyo","Rakuten Japan Open Tennis Championships",2011-10-06,"ATP500","Outdoor","Hard","2nd Round","3",7,5,6,3,NA,NA,NA,NA,NA,NA,"Completed","Win",2,30,"Raonic M.",50,13,6,0.86,0.769230769230769,0.833333333333333,20,2,2,0.55,0.5,0.5,2,0,2,0,"Win","1st Round",1,1,1
"558","Tokyo","Rakuten Japan Open Tennis Championships",2011-10-07,"ATP500","Outdoor","Hard","Quarterfinals","3",7,6,6,3,NA,NA,NA,NA,NA,NA,"Completed","Win",2,53,"Giraldo S.",51,14,7,0.862745098039216,0.785714285714286,0.857142857142857,29,17,5,0.482758620689655,0.529411764705882,0.6,2,0,2,0,"Win","2nd Round",3,3,1
"559","Tokyo","Rakuten Japan Open Tennis Championships",2011-10-08,"ATP500","Outdoor","Hard","Semifinals","3",7,5,6,1,NA,NA,NA,NA,NA,NA,"Completed","Win",2,8,"Fish M.",52,15,7,0.865384615384615,0.8,0.857142857142857,37,25,4,0.756756756756757,0.8,0.75,2,0,2,0,"Win","Quarterfinals",7,6,0.857142857142857
"560","Tokyo","Rakuten Japan Open Tennis Championships",2011-10-09,"ATP500","Outdoor","Hard","The Final","3",3,6,6,2,6,0,NA,NA,NA,NA,"Completed","Lose",2,4,"Murray A.",53,16,7,0.849056603773585,0.75,0.714285714285714,48,21,10,0.854166666666667,0.904761904761905,0.9,1,2,2,0,"Win","Semifinals",17,13,0.764705882352941
"561","Shanghai","Shanghai Masters",2011-10-12,"Masters 1000","Outdoor","Hard","2nd Round","3",6,3,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",2,53,"Garcia-Lopez G.",51,17,6,0.843137254901961,0.764705882352941,0.833333333333333,24,9,4,0.375,0.222222222222222,0.25,2,0,1,2,"Lose","The Final",3,2,0.666666666666667
"562","Shanghai","Shanghai Masters",2011-10-13,"Masters 1000","Outdoor","Hard","3rd Round","3",7,6,6,3,NA,NA,NA,NA,NA,NA,"Completed","Lose",2,23,"Mayer F.",51,18,7,0.823529411764706,0.722222222222222,0.714285714285714,36,17,9,0.666666666666667,0.705882352941177,0.888888888888889,0,2,2,0,"Win","2nd Round",0,0,NA
"563","London","Masters Cup",2011-11-20,"Masters Cup","Indoor","Hard","Round Robin","3",6,2,3,6,7,6,NA,NA,NA,NA,"Completed","Win",2,8,"Fish M.",35,15,1,0.8,0.8,1,37,13,4,0.702702702702703,0.538461538461538,0.25,2,1,0,2,"Lose","3rd Round",8,7,0.875
"564","London","Masters Cup",2011-11-22,"Masters Cup","Indoor","Hard","Round Robin","3",6,3,6,0,NA,NA,NA,NA,NA,NA,"Completed","Lose",2,4,"Federer R.",35,16,2,0.771428571428571,0.75,0.5,33,18,12,0.848484848484849,0.944444444444444,1,0,2,2,1,"Win","Round Robin",24,16,0.666666666666667
"565","London","Masters Cup",2011-11-24,"Masters Cup","Indoor","Hard","Round Robin","3",7,6,4,6,6,3,NA,NA,NA,NA,"Completed","Lose",2,6,"Tsonga J.W.",35,17,3,0.742857142857143,0.705882352941177,0.333333333333333,48,28,14,0.770833333333333,0.785714285714286,0.785714285714286,1,2,0,2,"Lose","Round Robin",7,5,0.714285714285714
"566","Doha","Qatar Exxon Mobil Open",2012-01-03,"ATP250","Outdoor","Hard","1st Round","3",6,3,6,7,6,3,NA,NA,NA,NA,"Completed","Win",2,43,"Kohlschreiber P.",22,10,1,0.681818181818182,0.6,1,22,8,1,0.5,0.5,0,2,1,1,2,"Lose","Round Robin",8,8,1
"567","Doha","Qatar Exxon Mobil Open",2012-01-04,"ATP250","Outdoor","Hard","2nd Round","3",6,2,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",2,189,"Gremelmayr D.",23,10,2,0.695652173913043,0.6,1,3,2,2,0.333333333333333,0.5,0.5,2,0,2,1,"Win","1st Round",1,1,1
"568","Doha","Qatar Exxon Mobil Open",2012-01-05,"ATP250","Outdoor","Hard","Quarterfinals","3",6,4,6,4,NA,NA,NA,NA,NA,NA,"Completed","Win",2,35,"Youzhny M.",24,10,3,0.708333333333333,0.6,1,25,10,3,0.52,0.5,0.666666666666667,2,0,2,0,"Win","2nd Round",11,8,0.727272727272727
"569","Doha","Qatar Exxon Mobil Open",2012-01-06,"ATP250","Outdoor","Hard","Semifinals","3",6,3,6,4,NA,NA,NA,NA,NA,NA,"Completed","Lose",2,16,"Monfils G.",25,10,4,0.68,0.5,0.75,32,12,4,0.71875,0.833333333333333,1,0,2,2,0,"Win","Quarterfinals",9,8,0.888888888888889
"570","Melbourne","Australian Open",2012-01-16,"Grand Slam","Outdoor","Hard","1st Round","5",6,4,6,1,6,1,NA,NA,NA,NA,"Completed","Win",2,167,"Kuznetsov A.",26,8,5,0.692307692307692,0.625,0.8,2,1,1,0,0,0,3,0,0,2,"Lose","Semifinals",0,0,NA
"571","Melbourne","Australian Open",2012-01-18,"Grand Slam","Outdoor","Hard","2nd Round","5",6,4,6,3,6,4,NA,NA,NA,NA,"Completed","Win",2,190,"Haas T.",27,9,6,0.703703703703704,0.666666666666667,0.833333333333333,17,8,4,0.470588235294118,0.5,0.5,3,0,3,0,"Win","1st Round",4,4,1
"572","Melbourne","Australian Open",2012-01-20,"Grand Slam","Outdoor","Hard","3rd Round","5",6,2,6,4,6,2,NA,NA,NA,NA,"Completed","Win",2,119,"Lacko L.",28,10,7,0.714285714285714,0.7,0.857142857142857,4,3,3,0.5,0.666666666666667,0.666666666666667,3,0,3,0,"Win","2nd Round",2,2,1
"573","Melbourne","Australian Open",2012-01-22,"Grand Slam","Outdoor","Hard","4th Round","5",6,4,6,4,6,2,NA,NA,NA,NA,"Completed","Win",2,19,"Lopez F.",29,11,8,0.724137931034483,0.727272727272727,0.875,26,9,5,0.576923076923077,0.555555555555556,0.6,3,0,3,0,"Win","3rd Round",9,8,0.888888888888889
"574","Melbourne","Australian Open",2012-01-24,"Grand Slam","Outdoor","Hard","Quarterfinals","5",6,7,7,6,6,4,6,3,NA,NA,"Completed","Win",2,7,"Berdych T.",30,12,9,0.733333333333333,0.75,0.888888888888889,31,14,5,0.709677419354839,0.642857142857143,0.8,3,1,3,0,"Win","4th Round",12,9,0.75
"575","Melbourne","Australian Open",2012-01-26,"Grand Slam","Outdoor","Hard","Semifinals","5",6,7,6,2,7,6,6,4,NA,NA,"Completed","Win",2,3,"Federer R.",31,13,10,0.741935483870968,0.769230769230769,0.9,36,25,10,0.861111111111111,0.92,0.8,3,1,3,1,"Win","Quarterfinals",25,16,0.64
"576","Melbourne","Australian Open",2012-01-29,"Grand Slam","Outdoor","Hard","The Final","5",5,7,6,4,6,2,6,7,7,5,"Completed","Lose",2,1,"Djokovic N.",32,14,11,0.71875,0.714285714285714,0.818181818181818,34,17,7,0.852941176470588,0.764705882352941,1,2,3,3,1,"Win","Semifinals",27,14,0.518518518518518
"577","Indian Wells","BNP Paribas Open",2012-03-11,"Masters 1000","Outdoor","Hard","2nd Round","3",6,1,6,3,NA,NA,NA,NA,NA,NA,"Completed","Win",2,78,"Mayer L.",22,12,1,0.727272727272727,0.833333333333333,1,10,10,7,0.4,0.4,0.428571428571429,2,0,2,3,"Lose","The Final",0,0,NA
"578","Indian Wells","BNP Paribas Open",2012-03-13,"Masters 1000","Outdoor","Hard","3rd Round","3",6,1,6,4,NA,NA,NA,NA,NA,NA,"Completed","Win",2,26,"Granollers M.",23,13,2,0.739130434782609,0.846153846153846,1,19,8,5,0.473684210526316,0.375,0.4,2,0,2,0,"Win","2nd Round",0,0,NA
"579","Indian Wells","BNP Paribas Open",2012-03-14,"Masters 1000","Outdoor","Hard","4th Round","3",6,3,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",2,21,"Dolgopolov O.",24,14,3,0.75,0.857142857142857,1,28,15,6,0.535714285714286,0.6,0.5,2,0,2,0,"Win","3rd Round",2,2,1
"580","Indian Wells","BNP Paribas Open",2012-03-16,"Masters 1000","Outdoor","Hard","Quarterfinals","3",4,6,7,5,6,4,NA,NA,NA,NA,"Completed","Win",2,74,"Nalbandian D.",25,15,4,0.76,0.866666666666667,1,23,15,12,0.652173913043478,0.666666666666667,0.666666666666667,2,1,2,0,"Win","4th Round",6,4,0.666666666666667
"581","Indian Wells","BNP Paribas Open",2012-03-18,"Masters 1000","Outdoor","Hard","Semifinals","3",6,3,6,4,NA,NA,NA,NA,NA,NA,"Completed","Lose",2,3,"Federer R.",26,16,5,0.730769230769231,0.8125,0.8,41,26,13,0.951219512195122,0.923076923076923,1,0,2,2,1,"Win","Quarterfinals",26,17,0.653846153846154
"582","Miami","Sony Ericsson Open",2012-03-24,"Masters 1000","Outdoor","Hard","2nd Round","3",6,2,6,0,NA,NA,NA,NA,NA,NA,"Completed","Win",2,57,"Giraldo S.",27,17,6,0.740740740740741,0.823529411764706,0.833333333333333,27,18,9,0.518518518518518,0.555555555555556,0.666666666666667,2,0,0,2,"Lose","Semifinals",4,4,1
"583","Miami","Sony Ericsson Open",2012-03-26,"Masters 1000","Outdoor","Hard","3rd Round","3",6,2,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",2,25,"Stepanek R.",28,18,7,0.75,0.833333333333333,0.857142857142857,24,15,4,0.5,0.533333333333333,0.5,2,0,2,0,"Win","2nd Round",4,4,1
"584","Miami","Sony Ericsson Open",2012-03-27,"Masters 1000","Outdoor","Hard","4th Round","3",6,4,6,4,NA,NA,NA,NA,NA,NA,"Completed","Win",2,16,"Nishikori K.",29,19,8,0.758620689655172,0.842105263157895,0.875,30,16,6,0.633333333333333,0.625,0.5,2,0,2,0,"Win","3rd Round",3,3,1
"585","Miami","Sony Ericsson Open",2012-03-29,"Masters 1000","Outdoor","Hard","Quarterfinals","3",6,2,5,7,6,4,NA,NA,NA,NA,"Completed","Win",2,6,"Tsonga J.W.",30,20,9,0.766666666666667,0.85,0.888888888888889,43,22,9,0.744186046511628,0.772727272727273,0.666666666666667,2,1,2,0,"Win","4th Round",8,5,0.625
"586","Miami","Sony Ericsson Open",2012-03-30,"Masters 1000","Outdoor","Hard","Semifinals","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Walkover","Lose",2,4,"Murray A.",31,21,10,0.741935483870968,0.80952380952381,0.8,36,22,9,0.861111111111111,0.863636363636364,0.777777777777778,NA,NA,2,1,"Win","Quarterfinals",18,13,0.722222222222222
"587","Monte Carlo","Monte Carlo Masters",2012-04-18,"Masters 1000","Outdoor","Clay","2nd Round","3",6,4,6,3,NA,NA,NA,NA,NA,NA,"Completed","Win",2,48,"Nieminen J.",25,16,6,0.76,0.8125,0.833333333333333,27,13,3,0.555555555555556,0.461538461538462,0.333333333333333,2,0,NA,NA,"Lose","Semifinals",6,6,1
"588","Monte Carlo","Monte Carlo Masters",2012-04-19,"Masters 1000","Outdoor","Clay","3rd Round","3",6,1,6,1,NA,NA,NA,NA,NA,NA,"Completed","Win",2,68,"Kukushkin M.",26,16,7,0.769230769230769,0.8125,0.857142857142857,13,6,4,0.538461538461538,0.5,0.5,2,0,2,0,"Win","2nd Round",1,1,1
"589","Monte Carlo","Monte Carlo Masters",2012-04-20,"Masters 1000","Outdoor","Clay","Quarterfinals","3",7,5,6,4,NA,NA,NA,NA,NA,NA,"Completed","Win",2,26,"Wawrinka S.",27,17,8,0.777777777777778,0.823529411764706,0.875,24,14,4,0.666666666666667,0.714285714285714,0.75,2,0,2,0,"Win","3rd Round",7,7,1
"590","Monte Carlo","Monte Carlo Masters",2012-04-21,"Masters 1000","Outdoor","Clay","Semifinals","3",6,3,6,4,NA,NA,NA,NA,NA,NA,"Completed","Win",2,15,"Simon G.",28,17,9,0.785714285714286,0.823529411764706,0.888888888888889,27,19,8,0.592592592592593,0.631578947368421,0.75,2,0,2,0,"Win","Quarterfinals",5,4,0.8
"591","Monte Carlo","Monte Carlo Masters",2012-04-22,"Masters 1000","Outdoor","Clay","The Final","3",6,3,6,1,NA,NA,NA,NA,NA,NA,"Completed","Win",2,1,"Djokovic N.",29,18,10,0.793103448275862,0.833333333333333,0.9,37,23,11,0.810810810810811,0.869565217391304,0.909090909090909,2,0,2,0,"Win","Semifinals",28,14,0.5
"592","Barcelona","Open Banco Sabadell",2012-04-25,"ATP500","Outdoor","Clay","2nd Round","3",6,1,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",2,78,"Garcia-Lopez G.",30,17,9,0.8,0.823529411764706,0.888888888888889,22,13,5,0.5,0.538461538461538,0.6,2,0,2,0,"Win","The Final",4,3,0.75
"593","Barcelona","Open Banco Sabadell",2012-04-26,"ATP500","Outdoor","Clay","3rd Round","3",6,2,6,3,NA,NA,NA,NA,NA,NA,"Completed","Win",2,246,"Farah R.",31,18,9,0.806451612903226,0.833333333333333,0.888888888888889,3,3,3,0.666666666666667,0.666666666666667,0.666666666666667,2,0,2,0,"Win","2nd Round",0,0,NA
"594","Barcelona","Open Banco Sabadell",2012-04-27,"ATP500","Outdoor","Clay","Quarterfinals","3",6,2,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",2,8,"Tipsarevic J.",32,19,10,0.8125,0.842105263157895,0.9,29,17,5,0.620689655172414,0.647058823529412,0.6,2,0,2,0,"Win","3rd Round",1,1,1
"595","Barcelona","Open Banco Sabadell",2012-04-28,"ATP500","Outdoor","Clay","Semifinals","3",6,0,6,4,NA,NA,NA,NA,NA,NA,"Completed","Win",2,20,"Verdasco F.",33,19,10,0.818181818181818,0.894736842105263,0.9,27,20,7,0.592592592592593,0.65,0.714285714285714,2,0,2,0,"Win","Quarterfinals",12,12,1
"596","Barcelona","Open Banco Sabadell",2012-04-29,"ATP500","Outdoor","Clay","The Final","3",7,6,7,5,NA,NA,NA,NA,NA,NA,"Completed","Win",2,6,"Ferrer D.",34,20,10,0.823529411764706,0.9,1,41,22,6,0.780487804878049,0.818181818181818,0.666666666666667,2,0,2,0,"Win","Semifinals",16,13,0.8125
"597","Madrid","Mutua Madrid Open",2012-05-09,"Masters 1000","Outdoor","Clay","2nd Round","3",6,2,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",2,54,"Davydenko N.",35,21,11,0.828571428571429,0.904761904761905,1,19,15,3,0.473684210526316,0.533333333333333,0.333333333333333,2,0,2,0,"Win","The Final",10,4,0.4
"598","Madrid","Mutua Madrid Open",2012-05-10,"Masters 1000","Outdoor","Clay","3rd Round","3",6,3,3,6,7,5,NA,NA,NA,NA,"Completed","Lose",2,19,"Verdasco F.",36,22,12,0.805555555555556,0.863636363636364,0.916666666666667,27,23,10,0.666666666666667,0.695652173913043,0.8,1,2,2,0,"Win","2nd Round",13,13,1
"599","Rome","Internazionali BNL d'Italia",2012-05-16,"Masters 1000","Outdoor","Clay","2nd Round","3",6,1,7,5,NA,NA,NA,NA,NA,NA,"Completed","Win",3,28,"Mayer F.",37,23,13,0.810810810810811,0.869565217391304,0.923076923076923,15,12,5,0.333333333333333,0.333333333333333,0.2,2,0,1,2,"Lose","3rd Round",1,0,0
"600","Rome","Internazionali BNL d'Italia",2012-05-17,"Masters 1000","Outdoor","Clay","3rd Round","3",6,1,6,1,NA,NA,NA,NA,NA,NA,"Completed","Win",3,26,"Granollers M.",38,24,14,0.815789473684211,0.875,0.928571428571429,16,12,6,0.375,0.416666666666667,0.5,2,0,2,0,"Win","2nd Round",1,1,1
"601","Rome","Internazionali BNL d'Italia",2012-05-18,"Masters 1000","Outdoor","Clay","Quarterfinals","3",6,4,7,5,NA,NA,NA,NA,NA,NA,"Completed","Win",3,7,"Berdych T.",38,25,14,0.815789473684211,0.88,0.928571428571429,37,20,11,0.72972972972973,0.7,0.727272727272727,2,0,2,0,"Win","3rd Round",13,10,0.769230769230769
"602","Rome","Internazionali BNL d'Italia",2012-05-19,"Masters 1000","Outdoor","Clay","Semifinals","3",7,6,6,0,NA,NA,NA,NA,NA,NA,"Completed","Win",3,6,"Ferrer D.",39,26,14,0.82051282051282,0.884615384615385,0.928571428571429,41,29,12,0.780487804878049,0.793103448275862,0.75,2,0,2,0,"Win","Quarterfinals",17,14,0.823529411764706
"603","Rome","Internazionali BNL d'Italia",2012-05-21,"Masters 1000","Outdoor","Clay","The Final","3",7,5,6,3,NA,NA,NA,NA,NA,NA,"Completed","Win",3,1,"Djokovic N.",39,27,13,0.846153846153846,0.888888888888889,0.923076923076923,36,28,9,0.833333333333333,0.821428571428571,0.666666666666667,2,0,2,0,"Win","Semifinals",29,15,0.517241379310345
"604","Paris","French Open",2012-05-29,"Grand Slam","Outdoor","Clay","1st Round","5",6,2,6,2,6,1,NA,NA,NA,NA,"Completed","Win",2,111,"Bolelli S.",39,28,8,0.871794871794872,0.892857142857143,0.875,4,4,2,0,0,0,3,0,2,0,"Win","The Final",2,2,1
"605","Paris","French Open",2012-05-31,"Grand Slam","Outdoor","Clay","2nd Round","5",6,2,6,2,6,0,NA,NA,NA,NA,"Completed","Win",2,43,"Istomin D.",40,29,9,0.875,0.896551724137931,0.888888888888889,32,16,7,0.5,0.375,0.285714285714286,3,0,3,0,"Win","1st Round",2,2,1
"606","Paris","French Open",2012-06-02,"Grand Slam","Outdoor","Clay","3rd Round","5",6,1,6,3,6,4,NA,NA,NA,NA,"Completed","Win",2,192,"Schwank E.",41,30,10,0.878048780487805,0.9,0.9,7,7,3,0.571428571428571,0.571428571428571,0.666666666666667,3,0,3,0,"Win","2nd Round",0,0,NA
"607","Paris","French Open",2012-06-04,"Grand Slam","Outdoor","Clay","4th Round","5",6,2,6,0,6,0,NA,NA,NA,NA,"Completed","Win",2,15,"Monaco J.",42,31,11,0.880952380952381,0.903225806451613,0.909090909090909,27,19,7,0.703703703703704,0.736842105263158,0.714285714285714,3,0,3,0,"Win","3rd Round",3,2,0.666666666666667
"608","Paris","French Open",2012-06-06,"Grand Slam","Outdoor","Clay","Quarterfinals","5",7,6,6,2,6,3,NA,NA,NA,NA,"Completed","Win",2,13,"Almagro N.",43,32,12,0.883720930232558,0.90625,0.916666666666667,47,26,14,0.74468085106383,0.730769230769231,0.785714285714286,3,0,3,0,"Win","4th Round",6,6,1
"609","Paris","French Open",2012-06-08,"Grand Slam","Outdoor","Clay","Semifinals","5",6,2,6,2,6,1,NA,NA,NA,NA,"Completed","Win",2,6,"Ferrer D.",44,33,12,0.886363636363636,0.909090909090909,0.916666666666667,44,25,12,0.818181818181818,0.72,0.75,3,0,3,0,"Win","Quarterfinals",18,15,0.833333333333333
"610","Paris","French Open",2012-06-10,"Grand Slam","Outdoor","Clay","The Final","5",6,4,6,3,2,6,7,5,NA,NA,"Completed","Win",2,1,"Djokovic N.",45,33,12,0.888888888888889,0.909090909090909,1,42,29,12,0.857142857142857,0.827586206896552,0.833333333333333,3,1,3,0,"Win","Semifinals",30,16,0.533333333333333
"611","Halle","Gerry Weber Open",2012-06-14,"ATP250","Outdoor","Grass","2nd Round","3",7,5,6,1,NA,NA,NA,NA,NA,NA,"Completed","Win",2,58,"Lacko L.",46,31,13,0.891304347826087,0.903225806451613,1,18,8,4,0.5,0.25,0.25,2,0,3,1,"Win","The Final",3,3,1
"612","Halle","Gerry Weber Open",2012-06-15,"ATP250","Outdoor","Grass","Quarterfinals","3",6,3,6,4,NA,NA,NA,NA,NA,NA,"Completed","Lose",2,34,"Kohlschreiber P.",47,32,13,0.872340425531915,0.875,0.923076923076923,35,15,5,0.657142857142857,0.666666666666667,0.8,0,2,2,0,"Win","2nd Round",9,9,1
"613","London","Wimbledon",2012-06-26,"Grand Slam","Outdoor","Grass","1st Round","5",7,6,6,2,6,3,NA,NA,NA,NA,"Completed","Win",2,80,"Bellucci T.",48,29,10,0.875,0.896551724137931,0.9,24,10,2,0.458333333333333,0.4,0,3,0,0,2,"Lose","Quarterfinals",2,2,1
"614","London","Wimbledon",2012-06-28,"Grand Slam","Outdoor","Grass","2nd Round","5",6,7,6,4,6,4,2,6,6,4,"Completed","Lose",2,100,"Rosol L.",49,28,10,0.857142857142857,0.892857142857143,0.8,24,11,6,0.458333333333333,0.636363636363636,0.666666666666667,2,3,3,0,"Win","1st Round",0,0,NA
"615","Vina del Mar","VTR Open",2013-02-06,"ATP250","Outdoor","Clay","2nd Round","3",6,3,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",5,128,"Delbonis F.",6,1,1,0.833333333333333,1,1,3,2,2,0.333333333333333,0.5,0.5,2,0,2,3,"Lose","2nd Round",0,0,NA
"616","Vina del Mar","VTR Open",2013-02-08,"ATP250","Outdoor","Clay","Quarterfinals","3",6,1,6,4,NA,NA,NA,NA,NA,NA,"Completed","Win",5,64,"Gimeno-Traver D.",7,2,2,0.857142857142857,1,1,13,6,5,0.461538461538462,0.5,0.6,2,0,2,0,"Win","2nd Round",1,1,1
